質問ID,質問タイトル,質問文,党派名,回答,人数,候補者数,割合
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,自民,回答しない,15,47,0.3191489361702128
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,立民,賛成,42,43,0.9767441860465116
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,立民,反対,1,43,0.023255813953488372
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,国民,賛成,15,16,0.9375
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,国民,回答しない,1,16,0.0625
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,維新,賛成,9,15,0.6
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,維新,回答しない,5,15,0.3333333333333333
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,維新,反対,1,15,0.06666666666666667
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,れいわ,賛成,7,7,1.0
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,参政,反対,1,1,1.0
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,共産,賛成,1,1,1.0
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,自民,回答しない,22,47,0.46808510638297873
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,自民,反対,19,47,0.40425531914893614
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,自民,賛成,6,47,0.1276595744680851
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,立民,賛成,38,43,0.8837209302325582
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,立民,回答しない,4,43,0.09302325581395349
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,立民,反対,1,43,0.023255813953488372
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,国民,賛成,9,16,0.5625
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,国民,回答しない,4,16,0.25
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,国民,反対,3,16,0.1875
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,維新,賛成,7,15,0.4666666666666667
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,維新,回答しない,6,15,0.4
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,維新,反対,2,15,0.13333333333333333
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,れいわ,賛成,7,7,1.0
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,参政,回答しない,1,1,1.0
23,同性婚の賛否,同性婚を法律で認めることに賛成ですか。反対ですか。,共産,賛成,1,1,1.0
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,自民,回答しない,20,47,0.425531914893617
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,自民,賛成,14,47,0.2978723404255319
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,自民,反対,13,47,0.2765957446808511
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,立民,賛成,37,43,0.8604651162790697
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,立民,回答しない,5,43,0.11627906976744186
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,立民,反対,1,43,0.023255813953488372
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,国民,賛成,8,16,0.5
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,国民,回答しない,5,16,0.3125
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,国民,反対,3,16,0.1875
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,維新,反対,9,15,0.6
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,維新,回答しない,4,15,0.26666666666666666
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,維新,賛成,2,15,0.13333333333333333
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,れいわ,賛成,7,7,1.0
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,参政,回答しない,1,1,1.0
24,クオータ制の賛否,候補者や議席の一定割合を女性に割り当てる「クオータ制」の導入に賛成ですか。反対ですか。,共産,賛成,1,1,1.0
