質問ID,質問タイトル,質問文,政党名,回答,人数,候補者数,割合
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,無,所得が多い人や大企業が負担すべき,16,81,0.19753086419753085
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,無,回答しない,16,81,0.19753086419753085
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,無,回答なし,3,81,0.037037037037037035
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,無,子ども世代が将来負担すべき,3,81,0.037037037037037035
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,無,現役世代が負担すべき,1,81,0.012345679012345678
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,公明,全世代の国民や企業が幅広く負担すべき,10,11,0.9090909090909091
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,公明,所得が多い人や大企業が負担すべき,1,11,0.09090909090909091
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,国民,全世代の国民や企業が幅広く負担すべき,26,41,0.6341463414634146
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,国民,回答しない,8,41,0.1951219512195122
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,国民,所得が多い人や大企業が負担すべき,2,41,0.04878048780487805
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,国民,高齢者が負担すべき,2,41,0.04878048780487805
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,国民,子ども世代が将来負担すべき,2,41,0.04878048780487805
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,国民,回答なし,1,41,0.024390243902439025
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,れいわ,回答しない,19,19,1.0
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,みんな,所得が多い人や大企業が負担すべき,3,6,0.5
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,みんな,全世代の国民や企業が幅広く負担すべき,2,6,0.3333333333333333
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,みんな,回答しない,1,6,0.16666666666666666
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,諸派,全世代の国民や企業が幅広く負担すべき,2,7,0.2857142857142857
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,諸派,所得が多い人や大企業が負担すべき,2,7,0.2857142857142857
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,諸派,回答しない,2,7,0.2857142857142857
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,諸派,高齢者が負担すべき,1,7,0.14285714285714285
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,社民,所得が多い人や大企業が負担すべき,8,10,0.8
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,社民,全世代の国民や企業が幅広く負担すべき,2,10,0.2
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,保守,回答しない,4,4,1.0
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,参政,回答しない,33,85,0.38823529411764707
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,参政,撤廃する必要はない,27,85,0.3176470588235294
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,参政,撤廃するべき,25,85,0.29411764705882354
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,自民,撤廃するべき,128,266,0.48120300751879697
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,自民,撤廃する必要はない,83,266,0.31203007518796994
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,自民,回答しない,53,266,0.19924812030075187
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,自民,回答なし,2,266,0.007518796992481203
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,共産,撤廃するべき,209,213,0.9812206572769953
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,共産,撤廃する必要はない,3,213,0.014084507042253521
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,共産,回答しない,1,213,0.004694835680751174
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,維新,撤廃するべき,160,163,0.9815950920245399
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,維新,撤廃する必要はない,2,163,0.012269938650306749
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,維新,回答しない,1,163,0.006134969325153374
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,立民,撤廃するべき,195,207,0.9420289855072463
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,立民,撤廃する必要はない,7,207,0.033816425120772944
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,立民,回答しない,5,207,0.024154589371980676
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,無,撤廃するべき,43,81,0.5308641975308642
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,無,撤廃する必要はない,28,81,0.345679012345679
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,無,回答しない,7,81,0.08641975308641975
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,無,回答なし,3,81,0.037037037037037035
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,公明,撤廃するべき,11,11,1.0
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,国民,撤廃するべき,37,41,0.9024390243902439
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,国民,撤廃する必要はない,3,41,0.07317073170731707
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,国民,回答なし,1,41,0.024390243902439025
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,れいわ,撤廃するべき,19,19,1.0
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,みんな,撤廃するべき,3,6,0.5
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,みんな,撤廃する必要はない,2,6,0.3333333333333333
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,みんな,回答しない,1,6,0.16666666666666666
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,諸派,撤廃するべき,5,7,0.7142857142857143
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,諸派,回答しない,1,7,0.14285714285714285
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,諸派,撤廃する必要はない,1,7,0.14285714285714285
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,社民,撤廃するべき,10,10,1.0
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,保守,撤廃するべき,2,4,0.5
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,保守,撤廃する必要はない,2,4,0.5
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,参政,さらに強化すべき,31,85,0.36470588235294116
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,参政,回答なし,19,85,0.2235294117647059
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,参政,回答しない,18,85,0.21176470588235294
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,参政,今の程度でよい,15,85,0.17647058823529413
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,参政,強化する必要はない,2,85,0.023529411764705882
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,自民,今の程度でよい,162,266,0.6090225563909775
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,自民,さらに強化すべき,58,266,0.21804511278195488
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,自民,回答なし,37,266,0.13909774436090225
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,自民,回答しない,9,266,0.03383458646616541
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,共産,強化する必要はない,213,213,1.0
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,維新,今の程度でよい,91,163,0.558282208588957
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,維新,回答なし,45,163,0.27607361963190186
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,維新,さらに強化すべき,22,163,0.13496932515337423
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,維新,回答しない,5,163,0.03067484662576687
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,立民,回答なし,157,207,0.7584541062801933
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,立民,強化する必要はない,41,207,0.19806763285024154
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,立民,回答しない,6,207,0.028985507246376812
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,立民,今の程度でよい,3,207,0.014492753623188406
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,無,回答なし,28,81,0.345679012345679
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,無,強化する必要はない,17,81,0.20987654320987653
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,無,今の程度でよい,17,81,0.20987654320987653
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,無,さらに強化すべき,12,81,0.14814814814814814
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,無,回答しない,7,81,0.08641975308641975
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,公明,回答なし,6,11,0.5454545454545454
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,公明,今の程度でよい,5,11,0.45454545454545453
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,国民,回答なし,20,41,0.4878048780487805
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,国民,今の程度でよい,11,41,0.2682926829268293
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,国民,さらに強化すべき,7,41,0.17073170731707318
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,国民,回答しない,2,41,0.04878048780487805
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,国民,強化する必要はない,1,41,0.024390243902439025
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,れいわ,強化する必要はない,19,19,1.0
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,みんな,回答なし,3,6,0.5
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,みんな,さらに強化すべき,1,6,0.16666666666666666
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,みんな,回答しない,1,6,0.16666666666666666
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,みんな,今の程度でよい,1,6,0.16666666666666666
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,諸派,さらに強化すべき,2,7,0.2857142857142857
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,諸派,回答なし,2,7,0.2857142857142857
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,諸派,回答しない,2,7,0.2857142857142857
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,諸派,今の程度でよい,1,7,0.14285714285714285
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,社民,強化する必要はない,10,10,1.0
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,保守,さらに強化すべき,3,4,0.75
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,保守,回答なし,1,4,0.25
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,参政,反対,83,85,0.9764705882352941
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,参政,回答しない,2,85,0.023529411764705882
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,自民,賛成,114,266,0.42857142857142855
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,自民,回答しない,93,266,0.34962406015037595
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,自民,反対,57,266,0.21428571428571427
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,自民,回答なし,2,266,0.007518796992481203
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,共産,反対,213,213,1.0
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,維新,反対,150,163,0.9202453987730062
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,維新,回答しない,9,163,0.05521472392638037
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,維新,賛成,4,163,0.024539877300613498
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,立民,反対,201,207,0.9710144927536232
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,立民,回答しない,5,207,0.024154589371980676
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,立民,賛成,1,207,0.004830917874396135
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,無,反対,60,81,0.7407407407407407
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,無,賛成,13,81,0.16049382716049382
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,無,回答しない,5,81,0.06172839506172839
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,無,回答なし,3,81,0.037037037037037035
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,公明,賛成,6,11,0.5454545454545454
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,公明,回答しない,3,11,0.2727272727272727
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,公明,反対,2,11,0.18181818181818182
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,国民,反対,35,41,0.8536585365853658
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,国民,回答しない,4,41,0.0975609756097561
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,国民,賛成,1,41,0.024390243902439025
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,国民,回答なし,1,41,0.024390243902439025
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,れいわ,反対,19,19,1.0
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,みんな,反対,5,6,0.8333333333333334
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,みんな,回答しない,1,6,0.16666666666666666
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,諸派,反対,6,7,0.8571428571428571
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,諸派,賛成,1,7,0.14285714285714285
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,社民,反対,10,10,1.0
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,保守,反対,3,4,0.75
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,保守,賛成,1,4,0.25
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,参政,見直すべき,68,85,0.8
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,参政,回答しない,11,85,0.12941176470588237
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,参政,維持すべき,6,85,0.07058823529411765
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,自民,維持すべき,173,266,0.650375939849624
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,自民,回答しない,51,266,0.19172932330827067
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,自民,見直すべき,40,266,0.15037593984962405
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,自民,回答なし,2,266,0.007518796992481203
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,共産,維持すべき,213,213,1.0
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,維新,見直すべき,96,163,0.588957055214724
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,維新,維持すべき,41,163,0.25153374233128833
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,維新,回答しない,26,163,0.15950920245398773
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,立民,維持すべき,205,207,0.9903381642512077
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,立民,見直すべき,1,207,0.004830917874396135
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,立民,回答しない,1,207,0.004830917874396135
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,無,維持すべき,44,81,0.5432098765432098
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,無,見直すべき,22,81,0.2716049382716049
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,無,回答しない,12,81,0.14814814814814814
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,無,回答なし,3,81,0.037037037037037035
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,公明,維持すべき,11,11,1.0
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,国民,維持すべき,30,41,0.7317073170731707
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,国民,回答しない,6,41,0.14634146341463414
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,国民,見直すべき,4,41,0.0975609756097561
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,国民,回答なし,1,41,0.024390243902439025
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,れいわ,維持すべき,19,19,1.0
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,みんな,維持すべき,5,6,0.8333333333333334
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,みんな,回答しない,1,6,0.16666666666666666
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,諸派,見直すべき,4,7,0.5714285714285714
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,諸派,維持すべき,2,7,0.2857142857142857
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,諸派,回答しない,1,7,0.14285714285714285
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,社民,維持すべき,10,10,1.0
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,保守,見直すべき,3,4,0.75
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,保守,維持すべき,1,4,0.25
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,参政,必要がある,52,85,0.611764705882353
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,参政,回答しない,28,85,0.32941176470588235
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,参政,必要はない,5,85,0.058823529411764705
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,自民,必要がある,261,266,0.981203007518797
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,自民,回答しない,3,266,0.011278195488721804
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,自民,回答なし,2,266,0.007518796992481203
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,共産,必要はない,212,213,0.9953051643192489
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,共産,必要がある,1,213,0.004694835680751174
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,維新,必要がある,162,163,0.9938650306748467
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,維新,必要はない,1,163,0.006134969325153374
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,立民,必要はない,137,207,0.6618357487922706
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,立民,回答しない,35,207,0.16908212560386474
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,立民,必要がある,35,207,0.16908212560386474
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,無,必要がある,53,81,0.654320987654321
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,無,必要はない,18,81,0.2222222222222222
